age,gender,bmi,children,smoker,region,charges
25,male,29.580772880110928,2,no,southeast,11655.340061200493
31,male,28.540687206727878,2,no,southwest,12146.181094118365
40,male,30.19821086127734,1,no,northeast,12597.625761752415
57,male,23.859059153757727,1,yes,southwest,34423.633606437645
38,male,31.269576262537303,0,no,southeast,7555.124846388405
33,female,26.7903984187696,2,no,southwest,10442.113599668104
62,female,34.30104349050106,0,no,northwest,10256.392562667737
35,male,23.243248727641728,3,yes,southwest,37140.368394396835
64,female,32.943855212661,0,yes,southeast,33583.980928126446
41,female,26.79164313385059,4,no,southeast,15289.586209855872
43,male,23.394327985542205,0,no,southeast,8413.810252087858
42,male,24.064456663782714,4,no,southwest,19563.52279132299
62,male,24.71861076722272,4,no,northwest,18643.761539377523
58,female,27.696663785607665,4,no,northeast,18664.95648153919
46,female,28.091341952142,3,no,northwest,14655.674976782284
32,male,23.705199984245684,0,no,southwest,6150.015372362474
62,male,25.902581630956067,0,no,southwest,13747.163947077526
18,male,34.569081434447455,3,no,northeast,18061.619464373613
42,female,32.910172680402844,2,yes,southwest,32811.64573050587
24,female,27.74529467869613,1,no,southeast,12758.943594175465
26,female,26.1520139126728,0,no,southeast,6855.62394995435
41,female,26.480125306873045,1,no,southeast,12463.321052112382
18,male,28.454071890921668,3,no,southeast,16311.24198781315
61,male,21.90882973920638,2,no,southeast,14809.846808592736
25,male,24.97049385030662,2,no,southwest,10844.116159465282
41,male,19.325663704489642,2,no,northeast,14702.161927576371
28,female,27.596892490421116,3,no,northeast,12099.472824011726
34,female,28.588783758810965,4,no,southeast,19411.879507443053
25,male,24.067254150802505,4,no,southwest,15785.618784885166
52,male,32.295947053160134,1,yes,northwest,32503.68839432367
52,female,21.096937347990636,4,yes,northwest,36991.66479336829
50,male,20.14250047916072,4,no,southwest,15233.074976343269
22,female,26.897807274239888,2,no,southeast,10507.217121599999
59,male,30.188393210448616,2,no,northeast,15409.60311810092
56,male,32.73571076583148,1,no,southwest,12024.555089743333
58,male,24.16446294852424,0,no,northwest,10709.07004774199
45,male,30.314723333725183,1,no,northwest,13508.778835796027
24,male,25.845966121997172,1,no,northwest,9142.248952400596
26,male,25.30949080023672,3,no,southeast,14987.349813085879
25,male,29.534639749946688,3,no,northwest,12792.647984030666
29,female,28.60929151365368,1,no,southwest,12628.623831170617
51,female,19.694431372063,1,no,southwest,12343.629411549717
50,female,31.906161398903585,1,no,northwest,16471.746619290203
40,female,31.520365416589804,4,yes,southwest,43132.50770779543
41,female,23.497749193961884,3,no,northwest,14159.512815393438
54,male,27.583214133749635,1,no,northwest,12058.515072947012
52,male,27.976120745130956,2,no,northeast,14302.739905128756
61,female,27.04269506329563,2,no,southeast,16699.943513010156
57,male,23.79877938461832,4,no,southeast,21351.93994095018
39,female,23.313506528247792,4,no,northeast,15594.383031660393
44,female,25.89778371603422,0,no,northeast,10342.04527616299
52,male,30.690916077037457,0,no,southeast,11066.328635695956
18,male,28.174400618377728,0,yes,northwest,28671.09832875672
52,male,24.517542671655576,4,yes,northwest,41218.91538681538
54,female,29.086794842593378,4,no,southeast,18736.702493652643
64,male,14.605829517479698,4,no,northwest,16060.26466665254
31,female,30.595062801488414,2,no,northeast,14706.815914058268
20,female,19.0411448848876,4,yes,northwest,33334.58956278909
18,female,24.550236234387473,2,no,northwest,10513.768526072445
22,male,21.521320421495425,0,yes,southwest,28774.06167374323
43,male,20.821274097116376,0,no,southwest,9894.789707062217
31,female,30.64330714951408,0,no,southwest,9025.221378796725
56,male,24.129195194752434,1,no,northwest,11448.236575083358
44,male,27.38601552692286,1,yes,southeast,26077.415544834574
26,male,25.812317684483265,3,no,northeast,15159.105168409056
32,female,27.908163308892487,3,no,northwest,14275.72926332697
32,female,26.307287564241022,3,no,southeast,17488.130069559655
43,male,20.86803110324572,1,no,northwest,12096.05605992374
59,female,29.98506727778856,1,no,northeast,12814.762710488027
30,male,24.02497366735475,3,no,northwest,16133.74017675208
49,male,19.773672405360998,3,no,northeast,18202.25881191638
56,male,24.28753935613635,4,no,northwest,18161.936371295044
49,male,32.00303916253724,3,no,northeast,19687.897563653903
21,female,29.40088696845397,4,no,northwest,14869.5612829187
47,female,24.605391462368562,2,no,northeast,14019.295538815806
54,female,24.602969182726284,1,yes,southwest,33542.81677543756
40,male,24.71345979513047,3,yes,northwest,36569.56316802838
56,male,34.306991934243364,1,no,northwest,15704.442084080452
62,male,27.527741808926212,1,no,southeast,13040.234000658897
32,female,27.72016658876428,1,no,southeast,12931.42859913574
60,male,30.12113381612737,2,no,northeast,15775.372117012635
46,female,26.955156636106054,0,no,northwest,8852.976602670824
53,female,24.963831416717188,3,no,northeast,15191.324065373337
30,female,25.214600603660088,0,no,southwest,11922.896903684687
49,female,25.713594962343745,0,yes,southeast,28558.75213628486
24,female,25.851111053960633,0,no,northeast,10153.49266431302
39,female,28.91051817454792,1,yes,northeast,29411.170243289245
45,male,26.207783543229198,4,yes,southeast,38717.36759879421
19,male,28.93056030886232,1,no,northwest,10280.278964754132
59,female,25.67713367956567,1,no,northeast,16277.880495365589
62,female,26.31454076126436,0,no,southeast,10154.104361915843
23,male,18.007197261871568,1,no,northwest,7438.671564079226
45,female,29.665310698809925,0,no,southwest,10200.04138306802
45,female,27.38595390359197,4,no,southeast,21306.7944391993
61,male,29.992040439438608,3,yes,northeast,36330.09112800018
61,female,14.414978487225243,0,no,southwest,5923.166735591601
37,female,34.35349881912291,4,no,northwest,18690.235438571148
47,female,25.441641487379304,3,no,northwest,17687.37413339788
28,male,30.432731266950064,2,yes,southeast,30858.934388110287
45,male,21.840376291497876,0,no,southeast,11195.864346706529
42,male,28.45109562025028,0,no,southeast,7818.397154025143
56,female,21.786337747305375,2,no,northwest,14306.882928616642
50,female,23.50492415721678,2,no,southwest,15505.364630572114
18,male,33.656125415467145,0,no,northwest,6156.294279616552
44,female,25.237270396946613,2,no,northeast,13810.480742404432
30,female,26.86973149271889,1,no,northwest,12803.893321128253
58,female,29.480270922755018,3,no,northeast,18643.922382973702
20,female,27.98272755189042,3,no,southwest,12155.293395196548
56,female,26.601675620574305,3,no,southeast,19957.771829548452
23,male,27.459844009864902,1,no,southeast,11108.753825817961
25,female,35.6136623409531,2,no,northwest,9901.836468342006
44,male,25.769524811865658,4,no,southeast,19282.392191841587
26,female,26.80439618685987,2,no,southwest,10818.13073253742
54,male,30.20261758403045,0,no,southeast,11833.650612091018
50,female,30.422103731831935,3,no,northwest,19100.428754952907
59,male,30.748121222241522,2,no,southwest,14950.415075118637
61,female,28.55492088811674,4,no,northeast,16519.79894953972
41,male,21.427980349078066,0,no,northwest,12111.090383811657
32,female,32.53372612920438,1,no,northeast,14035.912168244771
49,male,21.414618427925248,1,no,southwest,11725.487973634108
49,female,27.210541860956134,4,no,northwest,20048.95127517546
41,male,22.98289659992257,0,no,northwest,8361.22653587263
58,male,25.74344661362803,3,no,southwest,17142.629676247307
29,female,27.31504964121392,2,no,southeast,12074.434042969304
56,female,27.285428861801094,0,yes,northwest,30399.197601645614
19,male,27.68768301694114,1,no,northwest,10156.141763559737
20,female,32.45484507623459,4,no,northeast,14074.611367955742
54,male,27.814137206055918,4,no,southeast,18459.66577968003
34,male,25.023373458837405,2,no,northeast,13033.63363673429
19,male,29.85634867315343,4,no,northeast,19547.471150553956
19,female,30.75788195569856,4,yes,southeast,33716.50796051432
45,male,21.08956873945203,0,no,southeast,10541.106115464854
40,male,28.38960027939943,3,no,southwest,16938.21760873561
54,female,28.804690969243595,2,no,southeast,11407.500732483246
49,female,24.80974598656003,0,no,northwest,10721.064028818504
50,female,31.50282725324648,3,no,southeast,19061.135608616856
18,female,25.399777651869893,0,yes,southwest,28057.260889138848
36,male,26.50230581388617,0,no,southwest,8732.606653031882
19,male,25.30771270286452,4,no,southwest,15628.02261361776
61,male,26.06231619032587,3,yes,southeast,37652.15263256324
43,male,21.614899652419194,2,no,southeast,9921.08532336961
49,female,20.239796469622824,2,no,northeast,14286.640649508932
23,male,32.37802025289989,3,no,northeast,14041.463238616632
49,male,22.61215460672669,4,no,northwest,16490.355658004035
21,female,22.034430602174773,1,yes,northeast,34069.939907173306
28,male,17.38643954558514,0,yes,northwest,30305.231439239113
34,male,23.44415300924199,4,no,southwest,14099.655879371225
55,male,20.707640826370007,3,no,northeast,17193.27239313168
41,male,32.568060640545475,0,no,southeast,13529.662679237745
22,male,30.03926835737054,2,no,northeast,9215.455363322104
51,male,23.247398619289104,1,no,northwest,12253.966282814308
23,female,35.009743221377235,2,no,northeast,13550.094095714434
39,female,29.927061947966376,3,no,southwest,13336.42662459523
28,male,24.70067446596551,0,no,southeast,8559.100609224459
33,male,16.002377140505708,3,no,northwest,16532.49278103625
50,female,35.16377029036297,0,yes,southeast,35048.8492409109
26,male,20.441710132945616,4,no,southeast,15101.27179674811
23,male,19.418405012172432,1,no,northwest,14303.290070270225
33,male,30.090281728038562,4,no,southeast,13202.122838814204
46,female,35.759009625357095,4,no,southeast,20464.235344700344
20,male,31.537091274042073,3,no,northeast,11482.829614948703
37,female,28.25563648020944,1,no,southeast,11531.492571035687
53,male,28.379017366661145,0,yes,southeast,29931.989973122167
36,female,29.41366223512123,0,yes,southeast,30496.487359805367
43,female,29.03571435914706,2,no,southeast,13853.381443625023
20,male,27.124765695877503,0,yes,northwest,25772.98478312247
36,female,26.416804415807505,3,no,southwest,13362.77898803354
37,male,25.74962748840191,4,no,northeast,20714.844492579487
49,female,22.984141644533295,4,no,southeast,18787.04747692483
24,male,24.877299692532905,4,no,southeast,11995.742586923225
58,male,19.228172743218458,1,no,northwest,13901.575470233527
50,female,25.606641492821,0,no,southwest,9731.974973848206
57,male,22.045635571396332,3,no,southeast,16709.202174194277
56,male,21.585642731136915,1,yes,northwest,34239.77630796359
35,female,26.719576604613913,2,no,northeast,15210.369668348474
57,male,31.568009145378397,3,no,northeast,16295.976373234302
18,male,29.673266424009253,3,no,southeast,13675.169976491083
28,female,19.71799758550729,3,no,southeast,12707.777994522861
45,female,22.04148745371865,4,yes,southwest,38693.724362148525
42,male,29.763084751952864,3,no,southwest,15688.007962918235
40,male,22.070050425846762,0,no,southeast,9058.502959403751
48,female,25.101467400011902,3,no,northwest,15279.739957982052
47,female,28.20020839609821,4,no,southwest,18127.80264808098
59,male,22.12662218054546,3,no,southeast,20309.30201185627
52,female,26.42150202458384,2,yes,southwest,39265.83273445221
24,male,20.66389802032718,2,no,southeast,12154.184187484952
33,male,23.594529424195144,4,yes,northeast,36100.06044036619
43,male,27.279127736570146,0,no,southeast,6564.552025534663
19,male,19.628025065873324,0,no,northeast,5379.163600377253
18,male,27.761898951841594,1,no,southwest,9098.907718796507
29,female,25.921448804293274,4,no,southeast,14654.1633195838
22,female,28.20995981766859,3,yes,southwest,32622.190437789868
54,female,26.895656536258645,4,no,northeast,21929.910255364062
49,female,31.456561719895376,1,yes,southeast,33248.89397145604
26,male,26.50089801059163,4,no,southwest,16136.603584922199
58,male,24.282377835498988,4,no,northeast,17451.618879323545
52,male,26.489190012129136,1,no,southwest,14852.927451964999
36,male,28.17319211614555,0,no,northwest,8809.481167251974
33,female,26.19544028130282,3,yes,northeast,33497.360725958846
20,male,26.16236676481553,1,yes,northeast,26070.971718344223
37,male,23.19203324877298,2,yes,northeast,32577.796172497267
41,female,23.34839632979621,0,no,southeast,7995.883996445196
50,female,20.389578912801227,2,no,southeast,17369.1594920338
41,female,32.998306972747756,0,no,southeast,14387.458778553453
28,female,21.02454705843486,3,no,northwest,11329.439010467451
25,male,23.22837920881637,3,no,northwest,11255.693524238006
53,male,23.12637093772321,4,no,northeast,17747.360729747103
55,female,29.579697507777766,2,no,northwest,13783.86371076701
57,male,24.82020128683189,0,no,southwest,11134.833151373427
37,male,30.990968290694937,3,no,northeast,15244.946679967852
52,male,23.306037503024527,1,yes,northeast,32761.064681110518
42,female,27.11597664889521,3,no,southwest,17655.382373072975
52,male,22.65861178696097,1,no,northeast,10071.556979328985
42,female,34.58059651109355,0,no,northwest,13106.541747173507
46,male,21.24960632388195,3,yes,southeast,34142.69517135964
35,male,27.23928284090811,3,no,southwest,19244.822266479172
63,male,28.535107523728392,0,no,northwest,15248.973437244455
35,female,27.655196389805994,3,yes,southwest,34804.87860618873
19,male,25.258849364489166,1,no,southwest,7024.602983837749
52,female,25.480717201066295,3,no,northeast,13986.411480864092
33,female,26.17524588791644,2,yes,northeast,34282.30618173235
58,female,25.411991993486044,4,yes,northwest,38821.59286563621
53,male,29.85551646717964,1,no,southwest,15124.837064939844
50,male,34.842092006365405,2,no,northeast,20376.87633986436
21,male,23.770032859968666,0,no,northeast,5559.234122567753
50,male,20.52078808168369,1,no,southwest,9539.723512483824
31,female,25.64687180659498,4,yes,northwest,36614.49483038425
38,female,36.31883735061727,4,no,northwest,21353.286693028047
37,female,22.785301728121077,0,no,southwest,6819.079420428486
25,male,32.55646722177627,0,yes,northwest,29080.542921873748
24,female,32.710803256305766,1,no,northeast,13682.247973603135
20,male,23.785647033168022,3,no,southwest,9734.244323019255
34,female,28.275932316741102,0,no,northeast,9525.822386226419
50,male,32.51358649251415,3,yes,southeast,36422.51111130526
29,male,24.483489036050052,2,no,southeast,12148.313181942605
39,female,25.185678559590553,4,no,northwest,18356.704293085488
39,female,23.673276344205426,3,no,southeast,15341.617015776183
63,female,21.940973077228534,4,yes,northeast,37279.55519577629
47,female,23.40288981973597,3,no,southeast,14697.507723533043
55,male,21.104238932950974,2,no,northeast,17353.18596064893
55,female,26.136333873036904,0,no,northwest,11385.132562455577
62,female,22.920107075765433,2,no,northwest,16880.638255169695
25,female,26.93514364716299,0,no,northeast,8387.619349798682
44,male,19.77641741518549,0,no,southeast,11018.23213648384
44,male,27.32352092885783,4,no,northwest,17072.412005896924
51,female,29.334115846435697,2,no,southwest,13431.79987575227
38,male,18.025057429714177,3,no,northwest,16327.395431696094
47,female,27.49622627939029,2,no,southeast,16453.993276769168
50,male,30.91067596989317,4,no,southwest,17353.57257238535
45,male,21.16143592523518,0,no,southeast,8348.110377152545
64,male,32.690289547350815,4,no,northeast,20611.60505300835
50,male,27.67607603746418,1,yes,southwest,35774.864417458135
22,female,23.179952576966365,1,no,southeast,10326.27091033652
36,female,25.776923689369177,3,no,southwest,12107.211078142062
21,female,28.23330765008689,4,no,southeast,15560.695946838376
52,male,26.304021565649645,3,no,southwest,15969.04680162906
34,female,28.155023969785475,3,no,southeast,12684.465681949234
61,female,22.317305627682536,1,no,northeast,12890.416166210545
45,female,26.67744329614431,3,no,southwest,15255.413780016117
47,male,20.34514201238008,1,no,southwest,10976.734952765682
46,male,25.555095754605198,0,no,southwest,8896.256416157417
63,male,22.38436943414084,4,no,southwest,22242.787096697608
23,female,23.057880229640933,3,no,northeast,12572.59376779897
52,female,30.94437270084175,1,yes,southwest,33488.216652768875
58,female,30.365240482377075,2,yes,northwest,35755.51867192196
54,male,28.43655248362871,3,no,northeast,16077.27679599107
41,male,21.630748941309683,0,yes,northwest,29259.009464735394
46,female,24.73436620122079,0,no,southwest,9730.701192195527
63,male,30.852390799916733,2,no,southeast,16629.99121378178
48,male,26.56686765455962,1,no,northwest,10394.907246719082
52,male,35.27731815992678,3,no,southwest,17843.214617480073
50,male,27.573271357577486,1,no,northwest,14035.298022215213
38,female,26.768196465960127,0,no,southwest,8794.006030431945
49,male,24.763534143189993,1,no,southwest,12223.563825202516
40,male,26.534163619129128,0,no,southwest,9640.906725278537
50,male,25.390120654477826,1,yes,southeast,32912.8143923634
20,male,28.832434706754363,2,no,northwest,12883.788771378493
35,female,29.826809267178337,4,yes,northeast,37117.060633937224
42,female,22.8560421579682,2,no,northeast,11377.329393815808
59,male,20.675068185768886,2,no,northeast,12462.569342650248
48,male,18.655178507586815,4,yes,northeast,39835.37282547272
20,male,28.031965307650175,4,no,southwest,17146.893957472166
57,male,21.586533575304507,3,no,northwest,17998.729368675053
63,male,17.38843762819007,3,no,northwest,18922.407055725347
41,male,27.554314418123855,2,no,southeast,13287.750916372996
49,female,35.971998069731164,2,no,northwest,14844.646778415132
64,male,25.975716353840426,0,yes,northwest,29634.328451172012
39,female,29.353963097806567,0,no,northwest,7592.092626390314
40,female,26.32731743419026,3,no,southeast,17689.780863938715
19,male,25.60444138723543,3,no,northeast,12034.598565938788
44,female,29.676305931951074,0,yes,northwest,32444.979324811986
59,female,24.838901823245394,0,no,southeast,10526.228339238698
19,female,27.06956925628761,1,no,southeast,7961.431434772675
43,female,27.286791224784054,1,no,southwest,9568.628649856524
34,female,23.327638185427805,0,yes,southeast,27223.6912860245
57,female,29.96816939814609,1,no,northeast,16530.1114454418
50,male,25.300160973218365,4,no,northwest,15891.61203508405
26,female,22.97701936202862,3,no,southeast,17833.4936429593
60,female,28.146039374281614,3,no,northeast,15947.993019917034
56,female,22.406128072835852,0,no,southeast,12099.89994130249
46,male,26.112724629476514,2,no,southeast,13532.042337385326
59,female,25.963524013423186,0,yes,southeast,30451.585637632266
43,male,30.34358226332631,1,no,southeast,9825.874898414992
52,female,27.89879293151981,2,no,southeast,14582.972620801485
42,male,25.899892165019423,1,no,northeast,9063.406440271876
41,male,29.27106519680115,4,no,northwest,14591.058839825346
30,female,31.560830196069254,1,yes,northwest,31551.36339564875
24,female,28.231241225407448,4,no,northwest,14775.40203140998
53,male,26.04141047937352,4,no,northwest,21876.979128124665
62,female,20.75265507059936,1,yes,northeast,35200.043430185644
37,male,21.73954534769851,1,no,southwest,14094.86436267354
18,male,24.77910118258133,4,no,southwest,13438.234190984203
25,male,23.561951191362866,2,yes,northeast,31772.275480262575
63,male,25.252114788058215,4,no,northeast,14109.081038249537
33,male,26.22659969958843,3,no,southeast,13981.715178544238
31,female,28.118771017426923,4,no,southeast,16920.750899534745
29,male,25.718004887763634,2,no,southeast,12351.697132956271
40,male,27.946006575304807,3,no,northwest,15504.464493977615
32,female,26.25789765924048,0,no,southeast,8584.764675351433
45,male,18.098133734584515,0,no,southwest,4073.5147316731764
51,female,22.242658424724983,2,yes,northwest,34612.44367216396
19,female,25.42364977711354,4,no,southeast,15951.609739282783
49,female,21.16122102863557,1,no,northwest,14576.050805257702
40,male,28.399714919984817,2,no,southwest,14417.419102550824
39,male,32.12300332937479,3,no,southeast,16063.126532448481
42,male,30.875047406789268,3,no,southwest,18584.893325819798
39,female,25.14622851627917,0,no,southwest,4214.577254056876
39,male,31.96290454739981,3,no,southwest,15262.683848225675
59,female,26.594669828808446,2,yes,southeast,33687.314005644264
23,male,24.651656115527842,3,yes,northeast,33230.956400337374
32,female,23.54638934583624,2,no,southeast,7802.614375541671
60,male,24.790121254047488,1,no,southwest,15639.271324487438
54,male,24.447292725835084,0,no,southeast,9900.380200631507
50,male,26.681664889501953,3,no,southwest,16973.92636021826
25,female,26.64229592419946,2,no,northeast,12274.64163495968
61,female,26.012184080613657,4,no,northwest,21827.41660587663
61,male,27.7477526789854,0,no,northeast,7925.650266048985
22,male,30.762585099145365,1,yes,northeast,30577.159350768696
56,female,29.798216541765296,2,yes,northwest,37851.999829762775
21,female,20.060408126200386,1,no,southeast,8904.027106558617
23,female,15.78431546039218,1,no,northwest,7397.461213723396
62,male,29.737279644957095,3,no,southeast,16939.675697679846
49,female,20.532485206338315,3,yes,southeast,35114.11599638719
47,male,25.100938392429267,2,yes,southwest,32278.087619439877
64,female,21.31954789576256,4,no,southwest,19094.37776586528
52,male,18.79207824967992,2,no,northwest,17216.494806370003
57,female,28.165850912819153,4,yes,northeast,38138.44065148886
33,female,29.036620641210586,1,no,northwest,10131.97617968412
30,female,23.693958397093123,0,yes,southeast,28919.561168100627
59,female,15.63583083142036,2,no,southwest,14550.359272072248
47,female,23.81502220699007,2,no,northwest,11041.629733310234
36,male,27.567216021610186,4,yes,northwest,36991.06632876399
34,female,20.084353724903487,1,no,southwest,10202.217135206149
36,female,26.73343967911662,1,no,southwest,12898.04462669963
45,female,25.93876060330802,4,no,southwest,15743.447324256282
43,male,28.317165998404352,1,no,southeast,13928.072165191757
54,female,26.478321473656614,3,yes,southwest,36500.00267053144
43,male,22.10772423647378,0,no,northeast,7084.116658170008
40,female,30.786286006657967,2,no,northwest,11539.700577177735
26,female,25.36588170789212,0,no,southwest,11541.953397395484
29,male,25.890781841960273,2,no,southwest,11758.324322721173
18,female,22.266928163707217,3,no,southeast,14673.008233460976
18,male,24.22687099523396,1,no,southeast,5383.761210783741
64,male,22.460789143892395,4,yes,northwest,44675.389775927804
51,female,25.308215760306307,3,yes,northeast,37948.132408795514
49,male,32.846833920569374,0,no,northwest,10958.486355803456
42,female,20.512395428274573,4,no,southwest,16587.66828428898
57,female,19.545754408493035,1,no,northeast,14169.196256605992
62,male,31.884681309974432,3,no,northeast,19931.299635444982
18,male,25.162705291392534,4,no,northeast,15197.599619073386
33,male,23.323709045360335,3,yes,northeast,34321.75751640446
56,male,30.159618749584304,3,no,northwest,18754.057917968694
22,female,23.577537841052543,1,no,southeast,5716.5928938396455
39,female,33.304038854187745,2,no,southeast,13818.258345609043
46,male,28.711703485357077,4,no,southwest,15048.612980485721
20,female,24.04835436741719,1,no,southeast,10209.18468940501
29,female,34.629232853062014,3,no,southeast,14474.218628545765
43,female,23.577140307986646,1,no,southeast,8156.843842641645
33,female,28.968381488037227,2,no,southeast,11506.103249569507
54,male,27.19717032162597,4,no,southwest,19138.146467256764
39,male,31.206965157595192,2,no,northwest,13730.93626640742
46,female,32.24604478690741,0,no,northeast,8702.895839315937
31,male,26.128016596263066,4,no,southeast,12915.866115791381
45,male,22.986328518615267,2,no,northwest,13647.865574061005
22,male,27.839888571756465,3,no,southeast,12606.441500850371
64,female,23.289138520991575,4,yes,southeast,38883.8385802719
47,female,34.05354899010649,4,no,northeast,19191.3394230447
63,female,26.54614132433095,1,no,northeast,14469.359639216826
22,male,24.538713794751565,3,no,northeast,14893.893003539826
29,female,26.738721223459635,0,no,southeast,8540.762646608813
33,female,20.611494841881214,2,no,southeast,11659.074900480713
43,male,22.113543845957395,1,no,southeast,11349.527076191605
43,female,30.801655631777702,2,yes,northeast,33781.857191836294
38,female,23.372422884114417,0,no,southwest,5514.893292733757
56,male,21.81235606927224,0,no,northwest,12783.89234257915
53,male,28.146611010109144,4,no,southwest,20736.19992699744
50,male,30.742816618651986,0,no,southeast,15125.23131089159
47,female,28.875813242660268,2,no,southeast,19036.161261487272
54,female,29.984190743223266,3,yes,southwest,35044.79788413913
40,female,22.972819645722158,3,no,southeast,14329.200159242344
27,male,20.312757333032625,4,no,northwest,20723.079193740286
22,male,32.00533460782195,2,yes,southeast,32519.96569039992
53,female,24.709280644631455,2,yes,northwest,34788.4218050935
51,female,24.99666793417981,0,yes,southwest,27057.74009661084
48,male,31.31277656739623,2,no,southwest,15363.132576632794
27,male,28.22492003760264,1,yes,southeast,34208.864757038704
36,male,27.82355108832643,0,no,northwest,11737.961837872343
49,male,34.66000937960433,1,no,southeast,12612.03263288378
18,female,23.42592707847943,4,no,northeast,14007.367266863168
22,male,29.711360512324948,3,no,northeast,11880.471517476462
62,female,26.228052499588337,4,no,northeast,17743.284219418256
21,female,27.074369115453027,3,no,northeast,9694.449965517666
33,female,32.11387370565013,4,no,southeast,17553.13539181054
41,male,28.031343025158495,2,no,northeast,16726.48996489252
33,male,28.153184316198534,1,no,northwest,11641.500711427205
19,male,30.29002934923921,3,no,southwest,16690.483849779306
45,male,24.54018908182846,0,no,southwest,11646.498801851996
49,female,22.643161330643974,1,no,northeast,10806.383820854744
44,male,21.820763223915865,0,yes,northeast,27880.986677187102
